,Review,Sentiment
2368,Just wow! Good original shuttleREAD MORE,1
2369,Mind-blowing purchase Good its okREAD MORE,0
2370,Worth every penny Good qualityREAD MORE,1
2371,Fabulous! SuperREAD MORE,1
2372,Terrific Fantastic original  with Yonex hologram package fantasticREAD MORE,1
2373,Very Good Too costly not original shuttle rotating badlyREAD MORE,0
2374,Horrible OriginalREAD MORE,1
2375,Not recommended at all Nice shuttleREAD MORE,1
2376,Value-for-money Good one.Got it on time.Thanks FlipkartREAD MORE,1
2377,Worth every penny It is niceREAD MORE,1
2378,Highly recommended Product is good but price is......READ MORE,1
2379,Wonderful Excellent condition of shuttlecocks. Timely delivery of a genuine product. Quality is assured in FLIPCART.READ MORE,1
2380,Fair Durable.READ MORE,1
2381,Very good quality shuttles Good productREAD MORE,1
2382,Highly recommended GoodREAD MORE,1
2383,Awesome NiceREAD MORE,1
2384,Not good Worst . Recieved damaged product. Waste of money.READ MORE,0
2385,Classy product Not suitable for indoor badminton or standard players. I hated it.. Iam not interest to buy this product againREAD MORE,0
2386,Perfect product! Good product but doubt in originalREAD MORE,1
2387,Best in the market! GOOD PRODUCTREAD MORE,1
2388,"Classy product received a genuine Yonex Mavis 350 , verified the scratch codeREAD MORE",1
2389,"Best in the market! Here it is, the perfect shuttle!READ MORE",1
2390,Good quality product Looks good but durability is worstREAD MORE,1
2391,Waste of money! All the shuttles in the box are quite good and long lasting.READ MORE,1
2392,Worth every penny GoodREAD MORE,1
2393,"Expected a better product I checked each piece, got the originals. Thank you seller.READ MORE",1
2394,Good quality product Got defected piecesREAD MORE,0
2395,Just okay OkREAD MORE,1
2396,Very Good Good oneREAD MORE,1
2397,Great product Nice product 👍READ MORE,1
2398,Brilliant Good qualityREAD MORE,1
2399,Value-for-money GoodREAD MORE,1
2400,Wonderful Good but costlyREAD MORE,1
2401,Good quality product Not good one don't bayREAD MORE,0
2402,Nice product Good as always but getting expensive on every purchase .READ MORE,1
2403,Fabulous! I have received package with good condition but 3shuttles is not goodREAD MORE,0
2404,Perfect product! Flipkart assured is really good.READ MORE,1
2405,Value-for-money Average ratingREAD MORE,1
2406,Fabulous! Gud qualityREAD MORE,1
2407,Just wow! Wonderful shuttles. We can play in indoor and outdoor also.READ MORE,1
2408,Worth the money Good qualytiREAD MORE,1
2409,Best in the market! To much costlyREAD MORE,1
2410,Just wow! Cheaf quality..READ MORE,1
2411,Nice product SuperbREAD MORE,1
2412,Good choice Good prdt got at 793READ MORE,1
2413,Unsatisfactory NiceREAD MORE,1
2414,Good quality product As expectedREAD MORE,1
2415,Just wow! I used to order it many times but this time the quality is not good..READ MORE,1
2416,Wonderful Rate is very highREAD MORE,1
2417,Moderate A very nice product. Everybody can buy.READ MORE,1
2418,Worth the money Good productREAD MORE,1
2419,Nice product SuperbREAD MORE,1
2420,Wonderful Good qualityREAD MORE,1
2421,Wonderful It was good for the game..READ MORE,1
2422,Terrific GoodREAD MORE,1
2423,Terrific purchase Not goodREAD MORE,0
2424,Utterly Disappointed GoodREAD MORE,1
2425,Just wow! GoodREAD MORE,1
2426,"Fabulous! Good product , genuine 100%READ MORE",1
2427,Best in the market! LooseREAD MORE,0
2428,Highly recommended NiceREAD MORE,1
2429,Awesome NiceREAD MORE,1
2430,"Classy product The shuttle is really good, I and my friends are playing by hitting it very hard smashes everyday, so the shuttle life for me is 3 to 4 weeks. Buy it.READ MORE",1
2431,Best in the market! Product quality was nice but delivery delay was absolutely disgusting🤢🤢🤢🤢READ MORE,1
2432,Super! GoodREAD MORE,1
2433,Nice product Nice Flipkart 🥰READ MORE,1
2434,Awesome Totally waste of money. Poor quality shuttle. Very slow moving. We can't even play single game with one shuttleREAD MORE,0
2435,Perfect product! Best product...👍👍READ MORE,1
2436,Classy product GoodREAD MORE,1
2437,Awesome Same as storeREAD MORE,1
2438,"Classy product Worth the money, good qualityREAD MORE",1
2439,Awesome Durability is superREAD MORE,1
2440,Useless product Good original speed and qualityREAD MORE,1
2441,Perfect product! GoodREAD MORE,1
2442,"Just okay Very good quality, reasonable price and fast delivery.READ MORE",1
2443,Wonderful GoodREAD MORE,1
2444,Super! Liked it very muchREAD MORE,1
2445,Unsatisfactory Super but rate is very highREAD MORE,1
2446,Bad quality Nice product.READ MORE,1
2447,Simply awesome Good and sooper.READ MORE,1
2448,Worth every penny Great productREAD MORE,1
2449,Just wow! Nice product.READ MORE,1
2450,Classy product Bad qualityREAD MORE,0
2451,Mind-blowing purchase Worth of Money.. We are always flipkart family...thank uREAD MORE,1
2452,Good quality product Not badREAD MORE,1
2453,Nice product OkREAD MORE,1
2454,Brilliant Original Quality. One shuttle last for atleast 9 sets if you are of an Intermediate level.READ MORE,1
2455,Brilliant Very bad qualityShuttle life is very badREAD MORE,0
2456,Brilliant Bad qualityREAD MORE,0
2457,Wonderful Best for beginnersREAD MORE,1
2458,"Terrific purchase I've been delivered with original and sealed,they are awesomeREAD MORE",1
2459,Just wow! One out of six is so speed. Others are very suit to indoor.READ MORE,1
2460,Must buy! Very good qualityREAD MORE,1
2461,Perfect product! Poor qualityREAD MORE,1
2462,Brilliant Good qwalityREAD MORE,1
2463,Perfect product! Good quality  👍Genuine product from yonex 👍READ MORE,1
2464,Excellent It is very good it has came with excellent packagingREAD MORE,1
2465,Highly recommended GoodREAD MORE,1
2466,Classy product Good productREAD MORE,1
2467,Could be way better Very goodREAD MORE,1
2468,Terrific Nice productREAD MORE,1
2469,Must buy! Nice product but slow deliveredREAD MORE,1
2470,Highly recommended NiceREAD MORE,1
2471,Absolute rubbish! Great shuttle for practice...... Lasting for 5 to 6 sets (heavy play)READ MORE,1
2472,Excellent Good 🏸READ MORE,1
2473,Worth every penny Good oneREAD MORE,1
2474,Fabulous! Original shuttle.. timely deliveryREAD MORE,1
2475,Terrific SuperbREAD MORE,1
2476,Could be way better Best king of king ShuttlecockREAD MORE,1
2477,Worth every penny Bad quality. Suggested to low level playersREAD MORE,0
2478,Fabulous! Products delivered are good and within the time.Thank you FlipcartREAD MORE,1
2479,Highly recommended I felt it authenticREAD MORE,1
2480,Highly recommended Brand remain same. But awesome Delivery scheduleREAD MORE,1
2481,Best in the market! Poor quality shuttle head comes out easily.hopeless product very disappointingREAD MORE,0
2482,Terrific purchase Amazing genuine product at best price...go ahead without any further thought.READ MORE,1
2483,Excellent GoodREAD MORE,1
2484,Delightful Nice product ND nce deliveryREAD MORE,1
2485,Just okay NycREAD MORE,1
2486,"Absolute rubbish! While playing, going like a rocket speed to out of the  ground... speed of the cork is too high....READ MORE",0
2487,Fabulous! 200 is almost same.READ MORE,1
2488,Worthless GoodREAD MORE,1
2489,"Highly recommended Good quality, value for moneyREAD MORE",1
2490,Just okay SuperREAD MORE,1
2491,Highly recommended NiceREAD MORE,1
2492,Good choice GoodREAD MORE,1
2493,Really Nice GoodREAD MORE,1
2494,Wonderful SuperREAD MORE,1
2495,Worth every penny GoodREAD MORE,1
2496,Useless product Shuttles are not in good condition. Even after one game shuttle start to wobble and it doesn’t feel like mavis 350. Feels like a cheap knockoff of the yonexREAD MORE,0
2497,Super! Good qualityREAD MORE,1
2498,Terrific Quality  was  very bad thos time .shuttle became  useless with in an hour.very bad  all shuttles separated.  Never expected  from flipkartREAD MORE,0
2499,Useless product Excellent quality shuttleREAD MORE,1
2500,Nice product GoodREAD MORE,1
2501,Great product Product packing was goodREAD MORE,1
2502,Highly recommended Some shuttle having unbalanced flightRest goodREAD MORE,1
2503,Really Nice Shuttles are good but easily gets worn out after 5 games.READ MORE,1
2504,Excellent GoodREAD MORE,1
2505,"Simply awesome Good and original ones....can understand the higher price due to the current demand. But, the price is still less compared to retail outlets in the cityREAD MORE",1
2506,Worth every penny Worst shuttles.. Started wobbling in first game itself..  DO NOT BUYREAD MORE,0
2507,Perfect product! AwesomeREAD MORE,1
2508,Perfect product! Amazing product❤ Fully satisfied! I love you flipkart marry me🙆🏻‍♂️READ MORE,1
2509,"Terrific purchase Slow shuttle ,old material Only for kidsREAD MORE",0
2510,Nice product Good shuttle for outdoor long lastingREAD MORE,1
2511,Not recommended at all Very goodREAD MORE,1
2512,Excellent Super qualityREAD MORE,1
2513,Mind-blowing purchase NiceREAD MORE,1
2514,Wonderful Superb fresh article.READ MORE,1
2515,Worth every penny Really good product. Yes really 350 nylon shuttleREAD MORE,1
2516,Nice product It's original oneREAD MORE,1
2517,Awesome GoodREAD MORE,1
2518,Excellent Fast Delivery ThankQ..READ MORE,1
2519,Highly recommended Received good quality productREAD MORE,1
2520,Value-for-money NiceREAD MORE,1
2521,Value-for-money Not goodREAD MORE,0
2522,Wonderful GoodREAD MORE,1
2523,Excellent Good productREAD MORE,1
2524,Expected a better product NiceREAD MORE,1
2525,Fabulous! Good qualityREAD MORE,1
2526,Classy product Good productREAD MORE,1
2527,"Worst experience ever! Great experience with this product , WorthyREAD MORE",1
2528,Super! SuperREAD MORE,1
2529,Highly recommended Good productREAD MORE,1
2530,Worth the money NiceREAD MORE,1
2531,Perfect product! Very nice it withstands so long compared to Mavis 10 or mavis 200i. Anyone can choose this one for long durability.READ MORE,1
2532,Worth every penny NiceREAD MORE,1
2533,Perfect product! Good..READ MORE,1
2534,Awesome All the shuttle were defectiveREAD MORE,0
2535,Awesome Delivery boy good workREAD MORE,1
2536,Super! Original for sure!!READ MORE,1
2537,Awesome Its not good qualityREAD MORE,0
2538,Wonderful Good Shuttle!!READ MORE,1
2539,Utterly Disappointed ExcellentREAD MORE,1
2540,Best in the market! Good packing and quick delivery from flipkart. Drawbacks are price is high.READ MORE,1
2541,Worth every penny GoodREAD MORE,1
2542,Highly recommended GoodREAD MORE,1
2543,Awesome Original Mavis 350 shuttle with nice packing and quick delivery.READ MORE,1
2544,Highly recommended Nice ... completely genuine 👍👌🙂READ MORE,1
2545,Terrific purchase Superb quality. super fast deliveryREAD MORE,1
2546,Excellent Prompt delivery. Product is good.READ MORE,1
2547,Worthless Nice productREAD MORE,1
2548,Perfect product! good qltyREAD MORE,1
2549,Best in the market! Bad Shuttle and bad quality....it is for kids onlyREAD MORE,0
2550,Great product Good one reached in timeREAD MORE,1
2551,Wonderful Thank you for Timely delivered. Item was in good conditions.READ MORE,1
2552,Really Nice I like this seller he given best priceREAD MORE,1
2553,Just wow! good and fast serviceREAD MORE,1
2554,Nice Excellent Product!READ MORE,1
2555,Super! Good productREAD MORE,1
2556,Worth every penny Vry nice product... Lov itREAD MORE,1
2557,Perfect product! So badREAD MORE,0
2558,Highly recommended GoodREAD MORE,1
2559,Moderate GoodREAD MORE,1
2560,Terrific Super 360 is great👍👍👍👍READ MORE,1
2561,Super! Nice productREAD MORE,1
2562,Good quality product GoodREAD MORE,1
2563,Waste of money! GoodREAD MORE,1
2564,Simply awesome Shuttles are very slowREAD MORE,1
2565,Terrific purchase Very nice and durable shuttle I have come acrossREAD MORE,1
2566,Delightful 👍good oneREAD MORE,1
2567,Horrible NiceREAD MORE,1
2568,Nice product The product is original and packing was good. But yonex shuttle have become expensiveREAD MORE,1
2569,Not good Worst product i received...damaged in one game and received horrible oneREAD MORE,0
2570,Perfect product! Nice but slowREAD MORE,1
2571,Delightful Its value for money and most importantly it's originalREAD MORE,1
2572,Super! AwwssmmREAD MORE,1
2573,Nice Very bad quality.it is not look like as brandedREAD MORE,0
2574,Worth the money goodREAD MORE,1
2575,Good Good Quality of shuttles and quick delivery by Flipkart delivery boy.READ MORE,1
2576,Awesome Good qualityREAD MORE,1
2577,Unsatisfactory Bad quality productREAD MORE,0
2578,"Must buy! This is the second box I have received, they are not long lasting if you are getting this in 900 rs range.just check the mfg date before purchasing.not sure about the quality.Durability of the original ones are better than what I have received.READ MORE",1
2579,"Good choice Local brand, shuttle got damaged in two days all 6 piecesREAD MORE",0
2580,Fabulous! Bad qualityREAD MORE,1
2581,Unsatisfactory Good productREAD MORE,1
2582,Wonderful Delivered in time. Good packing.READ MORE,1
2583,Value-for-money Very fast explosion 💥READ MORE,1
2584,Just okay Amazing product by flipkart 👍😊😊READ MORE,1
2585,Simply awesome Few shuttles have stain in shuttle head..READ MORE,1
2586,Delightful SupwrREAD MORE,1
2587,Fabulous! Nice shuttleREAD MORE,0
2588,Unsatisfactory SuperREAD MORE,1
2589,Wonderful Excellent performanceREAD MORE,1
2590,Wonderful Good qualityREAD MORE,1
2591,Simply awesome Low quality...READ MORE,0
2592,Brilliant NiceREAD MORE,1
2593,Delightful Good Mavis 350READ MORE,1
2594,Good choice AverageREAD MORE,1
2595,Super! Simply SuperREAD MORE,1
2596,Classy product GoodREAD MORE,1
2597,Nice Good products original shuttleREAD MORE,1
2598,Wonderful worstREAD MORE,0
2599,Brilliant Its the original produt im getting at good prices compared to offline storesREAD MORE,1
2600,Highly recommended SuperbREAD MORE,1
2601,Super! OkREAD MORE,1
2602,Wonderful ExcellentREAD MORE,1
2603,Does the job GoodREAD MORE,1
2604,Classy product GoodREAD MORE,1
2605,Terrific SuperREAD MORE,1
2606,Excellent GoodREAD MORE,1
2607,Fabulous! Best shuttle for outdoor badmintonREAD MORE,1
2608,Worth every penny GoodREAD MORE,1
2609,Perfect product! GoodREAD MORE,1
2610,Just wow! Recieved  Original product...READ MORE,1
2611,Great product Nice productREAD MORE,1
2612,Terrific Deliever fast.READ MORE,1
2613,"Did not meet expectations Go and buy from nearest store, it is good but are breaking quickly with bad flight patternREAD MORE",1
2614,Must buy! It's goodREAD MORE,1
2615,Expected a better product Excellent productsREAD MORE,1
2616,Terrific This product is very attractive and amazingREAD MORE,1
2617,Perfect product! GoodREAD MORE,1
2618,Worth every penny SuperREAD MORE,1
2619,Does the job Nice oneREAD MORE,1
2620,Worth every penny NiceREAD MORE,1
2621,Terrific purchase Nice productREAD MORE,1
2622,Best in the market! It's amazing 😍READ MORE,1
2623,Delightful Shuttle is very slow compared to white mavis 350READ MORE,0
2624,Very Good Very goodREAD MORE,1
2625,Brilliant Bad qualityREAD MORE,0
2626,Delightful OkREAD MORE,1
2627,Just wow! Best shuttlecock at best priceREAD MORE,1
2628,Awesome NiceREAD MORE,1
2629,Classy product OkREAD MORE,1
2630,Slightly disappointed Original product . We want many more so please maintain the qualityREAD MORE,1
