,Up Votes,Down Votes,Month,Ratings,Review,Year,Sentiment
2993,0.0,0.0,Dec,2,Does the job Seems like the shuttles were in store from quite long time. Cork became so hard that 3/6 shuttles survived only 1-2 games only. Totally dissatisfied.READ MORE,2020,Negative
2994,0.0,0.0,Dec,4,Just wow! GoodREAD MORE,2020,Positive
2995,0.0,0.0,Dec,5,Awesome GoodREAD MORE,2020,Positive
2996,0.0,0.0,Dec,1,"Terrific Worst Shuttles received,pls check once you received whether those are new stock or old.READ MORE",2020,Negative
2997,0.0,0.0,Dec,4,"Slightly disappointed Good product,  on time deliveryREAD MORE",2020,Positive
2998,0.0,0.0,Dec,5,Good quality product Nice ProductREAD MORE,2020,Positive
2999,0.0,0.0,Dec,2,Horrible Poor quality of shuttleREAD MORE,2020,Negative
3000,0.0,0.0,Dec,5,Don't waste your money Good quality. 1 shuttle last upto 3-4 days as we play for 1.5-2 hours daily.READ MORE,2020,Positive
3001,0.0,0.0,Dec,5,Fabulous! Super qualityREAD MORE,2020,Positive
3002,0.0,0.0,Dec,5,Highly recommended My mom liked it very much ❤️♥️♥️READ MORE,2020,Positive
3003,0.0,0.0,Dec,3,Best in the market! Out Of 6 ..4 corks are goodREAD MORE,2020,Neutral
3004,0.0,0.0,Dec,5,Terrific PerfectREAD MORE,2020,Positive
3005,0.0,0.0,Dec,5,Useless product GoodREAD MORE,2020,Positive
3006,0.0,0.0,Dec,5,Expected a better product NiceREAD MORE,2020,Positive
3007,0.0,0.0,Dec,2,Expected a better product Quality is not goodREAD MORE,2020,Negative
3008,0.0,0.0,Dec,4,Delightful Good for outdoor gameREAD MORE,2020,Positive
3009,0.0,0.0,Dec,1,Super! This product is good but return and replacement policy is badREAD MORE,2020,Negative
3010,0.0,0.0,Dec,1,Fabulous! Speed is fast. So waste my cashREAD MORE,2020,Negative
3011,0.0,0.0,Dec,5,Unsatisfactory Nice one and on time delivery happy ☺️READ MORE,2020,Positive
3012,0.0,0.0,Dec,5,Hated it! niceREAD MORE,2020,Positive
3013,0.0,0.0,Dec,5,Mind-blowing purchase Nice productREAD MORE,2020,Positive
3014,0.0,0.0,Dec,5,Delightful good productREAD MORE,2020,Positive
3015,0.0,0.0,Dec,1,Hated it! Worst shuttleREAD MORE,2020,Negative
3016,0.0,0.0,Dec,2,Fair Some coke are never use for long runREAD MORE,2020,Negative
3017,0.0,0.0,Dec,2,Super! Feather Quickly damage ( maximum 4-5 days )READ MORE,2020,Negative
3018,0.0,0.0,Dec,4,Decent product Very good productREAD MORE,2020,Positive
3019,0.0,0.0,Dec,5,Excellent Its better for professionalsREAD MORE,2020,Positive
3020,0.0,0.0,Dec,5,Awesome Received original m 350 shuttle cork..thanksREAD MORE,2020,Positive
3021,0.0,0.0,Dec,1,Mind-blowing purchase BadREAD MORE,2020,Negative
3022,0.0,0.0,Dec,1,"Very poor Bad experience. Mentioned slow shuttle, but actually it's very fast. Not at all good for the gameREAD MORE",2020,Negative
3023,0.0,0.0,Dec,5,Mind-blowing purchase GoodREAD MORE,2020,Positive
3024,0.0,0.0,Dec,4,Brilliant Its real worth and goodREAD MORE,2020,Positive
3025,0.0,0.0,Dec,1,"Did not meet expectations This yr 350's durability is so bad. I am disappointed,,😌READ MORE",2020,Negative
3026,0.0,0.0,Dec,3,Must buy! GoodREAD MORE,2020,Neutral
3027,0.0,0.0,Dec,5,"Wonderful I was using cheaper shuttles before, which barely lasted a week. Then I thought, it's enough, I'll make an investment this time around and buy the good ones for once. I almost play every evening with my brother for more or less, 45 min .......The first one has lasted me for 2 months and is still holding up well. You can go for it. Iam vouching for its longevity and quality.READ MORE",2020,Positive
3028,0.0,0.0,Dec,3,Worth every penny Bad qualityREAD MORE,2020,Neutral
3029,0.0,0.0,Dec,5,Delightful VERY NICE PRODUCTREAD MORE,2020,Positive
3030,0.0,0.0,Dec,5,Unsatisfactory Super ProductREAD MORE,2020,Positive
3031,0.0,0.0,Dec,5,Worth the money Good quality as expectedREAD MORE,2020,Positive
3032,0.0,0.0,Dec,1,Perfect product! GoodREAD MORE,2020,Negative
3033,0.0,0.0,Dec,5,"Must buy! Good quality, thanksREAD MORE",2020,Positive
3034,0.0,0.0,Dec,5,Must buy! SuperREAD MORE,2020,Positive
3035,0.0,0.0,Dec,1,Fabulous! Worst product base of every shuttle came within 3-4 games of playingREAD MORE,2020,Negative
3036,0.0,0.0,Dec,5,Just okay GoodREAD MORE,2020,Positive
3037,0.0,0.0,Dec,5,Brilliant Very niceREAD MORE,2020,Positive
3038,0.0,0.0,Dec,5,Delightful Best productsREAD MORE,2020,Positive
3039,0.0,0.0,Dec,4,Great product V. GoodREAD MORE,2020,Positive
3040,0.0,0.0,Dec,1,Unsatisfactory Very bad low quality productREAD MORE,2020,Negative
3041,0.0,0.0,Dec,4,Perfect product! SuperREAD MORE,2020,Positive
3042,0.0,0.0,Dec,5,"Simply awesome We used to break 1 feather shuttle everyday, this shuttle took one week. We used to play with RSL #4, dint find much difference between these 2 shuttles while playing.We'd also played with Mavis350 green cap shuttle, it used to feel little bit heavy and felt jerk while playing shots.READ MORE",2020,Positive
3043,0.0,0.0,Dec,5,Super! It's my all time favoriteREAD MORE,2020,Positive
3044,0.0,0.0,Dec,5,Classy product Good product supperREAD MORE,2020,Positive
3045,0.0,0.0,Dec,5,Super! Cost is increasing day by day like gold rate......READ MORE,2020,Positive
3046,0.0,0.0,Dec,3,Very poor NiceREAD MORE,2020,Neutral
3047,0.0,0.0,Dec,5,Just wow! Quality of the shuttle is very good and durable.READ MORE,2020,Positive
3048,0.0,0.0,Dec,4,Mind-blowing purchase The shuttles delivered are of decent quality.READ MORE,2020,Positive
3049,0.0,0.0,Dec,5,Excellent GoodREAD MORE,2020,Positive
3050,0.0,0.0,Dec,1,"Very poor Not satisfied, its not like originalREAD MORE",2020,Negative
3051,0.0,0.0,Dec,5,Awesome This product is excellent 👍👍READ MORE,2020,Positive
3052,0.0,0.0,Dec,5,Terrible product GoodREAD MORE,2020,Positive
3053,0.0,0.0,Dec,5,Awesome Life time of the shuttle is less but u can play a good gameREAD MORE,2020,Positive
3054,0.0,0.0,Dec,5,Must buy! Very goodREAD MORE,2020,Positive
3055,0.0,0.0,Dec,5,Delightful GoodREAD MORE,2020,Positive
3056,0.0,0.0,Dec,1,Highly recommended WorstREAD MORE,2020,Negative
3057,0.0,0.0,Dec,5,Terrific purchase Good productREAD MORE,2020,Positive
3058,0.0,0.0,Dec,5,Good choice Flight is good but it doesn't lasts long.Durability is very poorREAD MORE,2020,Positive
3059,0.0,0.0,Dec,5,Super! Very great productREAD MORE,2020,Positive
3060,0.0,0.0,Dec,1,Excellent the quality of product was  very bad  .this is nt yonex mavis 350.you guys are cheating us .plsss dont buy this product .READ MORE,2020,Negative
3061,0.0,0.0,Dec,5,Wonderful Superb Product. Received as expected and on time.READ MORE,2020,Positive
3062,0.0,0.0,Dec,1,"Great product Don't buy, shuttles are very slow.Not worth moneyREAD MORE",2020,Negative
3063,0.0,0.0,Dec,5,Nice product Durable. Economic and very good.READ MORE,2020,Positive
3064,0.0,0.0,Dec,5,Simply awesome AwesomeREAD MORE,2020,Positive
3065,0.0,0.0,Dec,4,Super! GoodREAD MORE,2020,Positive
3066,0.0,0.0,Dec,5,Brilliant Best. BallREAD MORE,2020,Positive
3067,0.0,0.0,Dec,5,Excellent GoodREAD MORE,2020,Positive
3068,0.0,0.0,Dec,4,Good choice GoodREAD MORE,2020,Positive
3069,0.0,0.0,Dec,5,Highly recommended AwesomeREAD MORE,2020,Positive
3070,0.0,0.0,Dec,5,Terrific purchase GoodREAD MORE,2020,Positive
3071,0.0,0.0,Dec,5,Super! Excellent product it's better than what I'm accepted 😊READ MORE,2020,Positive
3072,0.0,0.0,Dec,5,Great product Awesome productREAD MORE,2020,Positive
3073,0.0,0.0,Dec,4,Perfect product! Original productREAD MORE,2020,Positive
3074,0.0,0.0,Dec,5,Just wow! GoodREAD MORE,2020,Positive
3075,0.0,0.0,Dec,5,Does the job NiceREAD MORE,2020,Positive
3076,0.0,0.0,Dec,5,Terrific purchase Good productREAD MORE,2020,Positive
3077,0.0,0.0,Dec,5,Fabulous! Delivery was fast and awesomeREAD MORE,2020,Positive
3078,0.0,0.0,Dec,4,Wonderful Good quality.   Valuable priceREAD MORE,2020,Positive
3079,0.0,0.0,Dec,5,Does the job Super productREAD MORE,2020,Positive
3080,0.0,0.0,Dec,5,Worth every penny Great product for beginners/intermediate players. Good quality. Really satisfied.READ MORE,2020,Positive
3081,0.0,0.0,Dec,5,Not good Good quality and durabilityIs lasts upto 10-15 games while playing in doublesREAD MORE,2020,Positive
3082,0.0,0.0,Dec,5,Very poor NiceREAD MORE,2020,Positive
3083,0.0,0.0,Dec,5,Hated it! NiceREAD MORE,2020,Positive
3084,0.0,0.0,Dec,5,Brilliant nicely packed and welly delivered loved it....all shuttles are in good conditions.READ MORE,2020,Positive
3085,0.0,0.0,Dec,3,Fabulous! That shuttle was not so much bad not so much good it was ok okREAD MORE,2020,Neutral
3086,0.0,0.0,Dec,5,Classy product GoodREAD MORE,2020,Positive
3087,0.0,0.0,Dec,5,Pretty good Good QualityREAD MORE,2020,Positive
3088,0.0,0.0,Dec,4,Not good It's good original productREAD MORE,2020,Positive
3089,0.0,0.0,Dec,3,Classy product SatisfyREAD MORE,2020,Neutral
3090,0.0,0.0,Dec,5,Wonderful GoodREAD MORE,2020,Positive
3091,0.0,0.0,Dec,2,Perfect product! Bad qualityREAD MORE,2020,Negative
3092,0.0,0.0,Dec,1,Fair Very poor not even 1 set i can play with 1 shuttle. Too much worse productREAD MORE,2020,Negative
3093,0.0,0.0,Dec,1,Just wow! 2 shuttle damage in time playREAD MORE,2020,Negative
3094,0.0,0.0,Dec,5,Nice product Good quality....READ MORE,2020,Positive
3095,0.0,0.0,Dec,5,Really Nice GoodREAD MORE,2020,Positive
3096,0.0,0.0,Dec,5,Must buy! AmazingREAD MORE,2020,Positive
3097,0.0,0.0,Dec,4,Perfect product! Good product and quality alsoREAD MORE,2020,Positive
3098,0.0,1.0,Dec,2,Terrific purchase It's really disappointing 😞 . 1 shuttle lasts only for 4 to 6 hard practice matches instead of 10 to 15 practice matches. Very poor.READ MORE,2020,Negative
3099,0.0,0.0,Dec,5,Awesome Very good product. Durability is goodREAD MORE,2020,Positive
3100,0.0,0.0,Dec,4,Excellent Nice productREAD MORE,2020,Positive
3101,0.0,0.0,Dec,5,Terrific purchase It is slow good for playing outside in open courtREAD MORE,2020,Positive
3102,0.0,0.0,Dec,3,Simply awesome BetterREAD MORE,2020,Neutral
3103,0.0,0.0,Dec,5,Best in the market! GoodREAD MORE,2020,Positive
3104,0.0,0.0,Dec,4,Useless product GoodREAD MORE,2020,Positive
3105,0.0,0.0,Dec,4,Super! SuperbREAD MORE,2020,Positive
3106,0.0,0.0,Dec,5,Bad quality Nice productREAD MORE,2020,Positive
3107,0.0,0.0,Dec,5,Fair Good qualityREAD MORE,2020,Positive
3108,0.0,0.0,Dec,5,Mind-blowing purchase Super producyREAD MORE,2020,Positive
3109,0.0,0.0,Dec,5,Brilliant GoodREAD MORE,2020,Positive
3110,0.0,0.0,Dec,5,Pretty good Superb...READ MORE,2020,Positive
3111,0.0,0.0,Dec,5,Worth the money Very niceREAD MORE,2020,Positive
3112,0.0,0.0,Dec,5,Classy product Awesome product by Yonex.READ MORE,2020,Positive
3113,0.0,0.0,Dec,5,Excellent Awesome productGenuineREAD MORE,2020,Positive
3114,0.0,0.0,Dec,1,Good choice very bad very fast poorREAD MORE,2020,Negative
3115,0.0,0.0,Dec,5,Worth every penny Nice and light to playREAD MORE,2020,Positive
3116,0.0,0.0,Dec,2,Worth the money It's very bad product. All Shuttle are very low qualityREAD MORE,2020,Negative
3117,0.0,0.0,Dec,3,Nice product Good for all interest playersREAD MORE,2020,Neutral
3118,0.0,0.0,Dec,5,Not good NiceREAD MORE,2020,Positive
3119,0.0,0.0,Dec,5,"Waste of money! Super product , I bought and use this product green 75  slow ...... Good product for out door playing.....READ MORE",2020,Positive
3120,0.0,0.0,Dec,4,Great product good quality pruduct good to playREAD MORE,2020,Positive
3121,0.0,0.0,Dec,4,Worth every penny Good ProductREAD MORE,2020,Positive
3122,0.0,0.0,Dec,5,Fabulous! Super productREAD MORE,2020,Positive
3123,0.0,0.0,Dec,5,Best in the market! Good product thanks to flipkartREAD MORE,2020,Positive
3124,0.0,0.0,Dec,4,Delightful Must buyREAD MORE,2020,Positive
3125,0.0,0.0,Dec,5,"Perfect product! Very good product , good platform for shopping and good quality .Thank you very much.READ MORE",2020,Positive
3126,0.0,0.0,Dec,4,Mind-blowing purchase Very niceREAD MORE,2020,Positive
3127,0.0,0.0,Dec,4,Super! Best qualityREAD MORE,2020,Positive
3128,0.0,0.0,Dec,2,"Value-for-money 2 shuttle Were already damaged before even playing , Bottom side of the shuttle was cracked.So  Buy it from. Shops where you can Check the shuttle before purchasing.READ MORE",2020,Negative
3129,0.0,0.0,Dec,1,Perfect product! Dont buy.  I got used shuttlesREAD MORE,2020,Negative
3130,0.0,0.0,Dec,5,Utterly Disappointed Very goodREAD MORE,2020,Positive
3131,0.0,0.0,Dec,5,Good Love youREAD MORE,2020,Positive
3132,0.0,0.0,Dec,5,Excellent GdREAD MORE,2020,Positive
3133,0.0,0.0,Dec,5,Nice product Go for itREAD MORE,2020,Positive
3134,0.0,0.0,Dec,4,Good quality product Nice productREAD MORE,2020,Positive
3135,0.0,0.0,Dec,5,"Highly recommended Genuine product, verified positively on sunrise tnt. Best shuttle for regular play and cost effective due to its durability.Also, the life of shuttle depends on how less it is mishit, so if shots are better the shuttle will last longerREAD MORE",2020,Positive
3136,0.0,0.0,Dec,5,Excellent Great product as usualREAD MORE,2020,Positive
3137,0.0,0.0,Nov,5,"Good quality product Long lasting and best shuttles,Much more better than expected,Thanks Flipkart..READ MORE",2020,Positive
3138,0.0,0.0,Nov,4,Perfect product! Best deal##READ MORE,2020,Positive
3139,0.0,0.0,Nov,5,Classy product Good for health....try it....READ MORE,2020,Positive
3140,0.0,0.0,Nov,1,Just wow! Waste product. This very fast shuttle. Vendor cheatedREAD MORE,2020,Negative
3141,0.0,0.0,Nov,3,Must buy! Average 👍READ MORE,2020,Neutral
3142,0.0,0.0,Nov,5,Terrific purchase SuperbREAD MORE,2020,Positive
3143,0.0,0.0,Nov,4,Good NiceREAD MORE,2020,Positive
3144,0.0,0.0,Nov,4,Terrific Quality is good and the product is same how i expected. If we play properly then each shuttle will come for a week. Depends on how we play the duration may change.READ MORE,2020,Positive
3145,0.0,0.0,Nov,5,Does the job Perfect 👌READ MORE,2020,Positive
3146,0.0,0.0,Nov,5,Delightful Good one and timely delivered.READ MORE,2020,Positive
3147,0.0,0.0,Nov,4,Good quality product Good productREAD MORE,2020,Positive
3148,0.0,0.0,Nov,5,Worth every penny Excellent qualREAD MORE,2020,Positive
3149,0.0,0.0,Nov,5,Moderate Nice one must buyDont play in wet placesREAD MORE,2020,Positive
3150,0.0,0.0,Nov,5,Worth every penny Nice product. Great for playREAD MORE,2020,Positive
3151,0.0,0.0,Nov,5,Terrible product Great and original product with fastest delivery within 2 daysREAD MORE,2020,Positive
3152,0.0,0.0,Nov,5,Terrific Very goodREAD MORE,2020,Positive
3153,0.0,0.0,Nov,3,Must buy! Product old one Back side of it gets out from corkNot such goodREAD MORE,2020,Neutral
3154,0.0,0.0,Nov,5,Very Good Very good productsREAD MORE,2020,Positive
3155,0.0,0.0,Nov,3,Wonderful Cost is increasing its very bad for this productREAD MORE,2020,Neutral
3156,0.0,0.0,Nov,4,Waste of money! Very good product and quality is perfectREAD MORE,2020,Positive
3157,0.0,0.0,Nov,4,Delightful Perfect 👌👌👌.Plzz buy this product ☺️READ MORE,2020,Positive
3158,0.0,0.0,Nov,5,Fabulous! GoodREAD MORE,2020,Positive
3159,0.0,0.0,Nov,2,Worth the money expensiveREAD MORE,2020,Negative
3160,0.0,0.0,Nov,5,Must buy! Good qualityREAD MORE,2020,Positive
3161,0.0,0.0,Nov,1,Moderate Very poor qualityREAD MORE,2020,Negative
3162,0.0,0.0,Nov,5,Best in the market! NiceREAD MORE,2020,Positive
3163,0.0,0.0,Nov,5,Expected a better product Genuine productREAD MORE,2020,Positive
3164,0.0,0.0,Nov,4,Nice SuperREAD MORE,2020,Positive
3165,0.0,0.0,Nov,5,Terrific purchase GoodREAD MORE,2020,Positive
3166,0.0,0.0,Nov,1,Excellent Poor quality...READ MORE,2020,Negative
3167,0.0,0.0,Nov,4,Awesome GoodREAD MORE,2020,Positive
3168,0.0,0.0,Nov,5,Brilliant Always goodREAD MORE,2020,Positive
3169,0.0,0.0,Nov,4,Don't waste your money Some of these has been broken quickly sometimesREAD MORE,2020,Positive
3170,0.0,0.0,Nov,5,Brilliant NiceREAD MORE,2020,Positive
3171,0.0,0.0,Nov,2,Mind-blowing purchase Total disappointment.. only 2 match came and then it's tearREAD MORE,2020,Negative
3172,0.0,0.0,Nov,5,Wonderful Good QualityREAD MORE,2020,Positive
3173,0.0,0.0,Nov,2,Pretty good Its quality is very cheap and it is not a value for money productREAD MORE,2020,Negative
3174,0.0,0.0,Nov,3,Simply awesome WonderfulREAD MORE,2020,Neutral
3175,0.0,0.0,Nov,5,Could be way better Awesome purchase.  Mind blowingREAD MORE,2020,Positive
3176,0.0,0.0,Nov,5,Good quality product Super quality is goodREAD MORE,2020,Positive
3177,0.0,0.0,Nov,5,Decent product Good productREAD MORE,2020,Positive
3178,0.0,0.0,Nov,5,Terrific Good product.READ MORE,2020,Positive
3179,0.0,0.0,Nov,1,Expected a better product It is not durable. I just hate this productREAD MORE,2020,Negative
3180,0.0,0.0,Nov,5,Worthless GoodREAD MORE,2020,Positive
3181,0.0,0.0,Nov,5,Decent product GoodREAD MORE,2020,Positive
3182,0.0,0.0,Nov,4,Moderate NiceREAD MORE,2020,Positive
3183,0.0,0.0,Nov,4,Worth the money Good one it can be used outside for playing meet the price.READ MORE,2020,Positive
3184,0.0,0.0,Nov,5,Simply awesome GoodREAD MORE,2020,Positive
3185,0.0,0.0,Nov,2,Excellent Very bad qualityREAD MORE,2020,Negative
3186,0.0,0.0,Nov,4,Excellent Nice productREAD MORE,2020,Positive
3187,0.0,0.0,Nov,3,Must buy! First 2 shuttles didn't even last 15mins. One had defective cork.READ MORE,2020,Neutral
3188,0.0,0.0,Nov,5,Slightly disappointed Very fast delivery within a 2 daysREAD MORE,2020,Positive
3189,0.0,0.0,Nov,2,Perfect product! Old stock delivered.. 🤐READ MORE,2020,Negative
3190,0.0,0.0,Nov,1,"Perfect product! I feel cheated, this time Shuttle doesn’t seem to rotate easily.READ MORE",2020,Negative
3191,0.0,0.0,Nov,3,Hated it! Nice product but dilevery slowREAD MORE,2020,Neutral
3192,0.0,0.0,Nov,2,Very Good The quality was not good it got broked in just 5 days so in my opinion it was not worth it.READ MORE,2020,Negative
3193,0.0,0.0,Nov,4,Very Good Good productREAD MORE,2020,Positive
3194,0.0,0.0,Nov,5,Awesome Good productREAD MORE,2020,Positive
3195,0.0,0.0,Nov,5,Good really goodREAD MORE,2020,Positive
3196,0.0,0.0,Nov,5,Really Nice Good productREAD MORE,2020,Positive
3197,0.0,0.0,Nov,5,Super! Perfect shuttleREAD MORE,2020,Positive
3198,0.0,0.0,Nov,2,Good choice Out of 6 shuttle 4 of them are low quality. Not getting good shuttle.READ MORE,2020,Negative
3199,0.0,0.0,Nov,5,Just wow! Good oneREAD MORE,2020,Positive
3200,0.0,0.0,Nov,5,Classy product GoodREAD MORE,2020,Positive
3201,0.0,0.0,Nov,1,Brilliant It's Very bad productREAD MORE,2020,Negative
3202,0.0,0.0,Nov,4,Brilliant UsefulREAD MORE,2020,Positive
3203,0.0,0.0,Nov,4,Delightful Was little heavy...or fastREAD MORE,2020,Positive
3204,0.0,0.0,Nov,5,Terrible product I received the product as per descriptionGood sellerREAD MORE,2020,Positive
3205,0.0,0.0,Nov,3,Classy product OkREAD MORE,2020,Neutral
3206,0.0,0.0,Nov,4,Could be way better Excellent productREAD MORE,2020,Positive
3207,0.0,0.0,Nov,5,Brilliant Don't Hesitate.. Superb Quality for Junior Professional 100 star..READ MORE,2020,Positive
3208,0.0,0.0,Nov,4,Simply awesome Good qualityREAD MORE,2020,Positive
3209,0.0,0.0,Nov,5,Highly recommended Good oneREAD MORE,2020,Positive
3210,0.0,0.0,Nov,5,Worth every penny Super good one.READ MORE,2020,Positive
3211,0.0,0.0,Nov,5,Worth every penny ThanksREAD MORE,2020,Positive
3212,0.0,0.0,Nov,5,Waste of money! WellREAD MORE,2020,Positive
3213,0.0,0.0,Nov,4,Worst experience ever! NiceREAD MORE,2020,Positive
3214,0.0,0.0,Nov,1,Mind-blowing purchase Very bad productREAD MORE,2020,Negative
3215,0.0,0.0,Nov,5,Not recommended at all Awesome productREAD MORE,2020,Positive
3216,0.0,0.0,Nov,2,Just wow! Light weight and not durableREAD MORE,2020,Negative
3217,0.0,0.0,Nov,5,Nice NiceREAD MORE,2020,Positive
3218,0.0,0.0,Nov,5,"Nice It's my choice....if you want best shuttle then go for it,long lasting ND it's only for professional Smashers...READ MORE",2020,Positive
